//11_1_plaats_getallenlijn.ps
//11_1_plaats_getallenlijn.ps from: 10 span: 20 maxanswer: -1 spreiding: -1 step: -1
24#13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28#24
25#13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28#25
26#13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28#26
27#13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28#27


14#14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29#14
15#14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29#15
16#14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29#16
17#14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29#17
18#14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29#18
19#14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29#19
20#14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29#20
21#14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29#21
22#14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29#22
23#14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29#23
24#14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29#24
25#14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29#25
26#14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29#26
27#14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29#27
28#14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29#28


15#15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30#15
16#15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30#16
17#15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30#17
18#15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30#18
19#15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30#19
20#15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30#20
21#15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30#21
22#15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30#22
23#15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30#23
24#15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30#24
25#15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30#25
26#15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30#26
27#15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30#27
28#15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30#28
29#15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30#29


